,Game ID,White Rating,Black Rating,Opening ECO,Opening Ply,White Centi-pawn Loss,White's Number of Inaccuracies,White's Number of Mistakes,White's Number of Blunders,Black Centi-pawn Loss,Black's Number of Inaccuracies,Black's Number of Mistakes,Black's Number of Blunders,Winner
5282,MlJcoTvU,1173,1001,C41,5,10,1,0,0,62,1,1,2,White
5283,5ueDazwY,1864,1776,C26,7,6,0,0,0,24,2,0,0,White
5284,VAjI72dM,1776,1949,C48,7,6,0,0,0,11,2,0,0,Draw
5285,ReS7Q8v8,1776,1530,C25,10,43,7,0,0,70,1,0,1,White
5286,tEJpNqDM,1789,1776,B30,5,3,0,0,0,6,0,0,0,Black
5287,ewu72KFc,1451,1776,A10,2,75,6,1,0,23,1,0,0,Black
5288,jf3HDEUB,1670,1637,C02,8,35,4,0,0,7,0,0,0,Black
5289,vpslxbKs,1220,1609,C55,6,85,2,3,2,66,1,1,1,Black
5290,Sa6vmNVb,1767,1758,C02,8,29,3,3,0,58,6,3,2,White
5291,CIjzwR0a,1318,1052,B12,5,32,1,2,0,106,3,1,1,White
5292,fdNn9Oua,1094,1300,D20,5,89,6,3,3,54,5,1,2,Black
5293,U7D5IY9s,1362,892,B00,2,47,3,1,2,9,1,0,0,Black
5294,ug6YL3Pc,1386,1509,B23,4,101,1,1,1,36,1,0,1,Black
5295,WUksxSGu,1321,1517,C50,6,27,2,2,3,45,4,2,4,White
5296,6S4AzPxg,1035,1267,C22,6,66,4,1,1,34,2,0,0,Black
5297,9SxF1nKC,1999,2023,B03,9,39,3,2,2,22,3,1,0,Black
5298,Jcg4GtWZ,2059,1609,C07,7,30,5,0,0,62,2,2,2,White
5299,kTy2oPfl,2064,2025,B94,11,62,3,2,2,37,2,2,1,Black
5300,eGoZfRxM,2038,2092,B90,11,29,1,2,2,42,3,3,1,White
5301,HQgAkCB8,1962,2062,B10,3,88,3,1,3,34,4,0,0,Black
5302,JpI2jFfs,2067,2109,A30,2,56,6,2,2,41,3,0,2,Black
5303,FonbQkcc,2062,2060,A15,3,37,3,0,2,20,4,0,0,Black
5304,jcmFuS3e,2047,1968,A17,4,45,5,2,2,67,3,2,4,White
5305,SbWg9Drw,2203,2045,B10,2,27,2,2,0,58,0,2,2,White
5306,wHV6QMCo,2186,2056,B13,10,33,4,0,2,65,5,0,3,White
5307,AyjnviX4,2092,2003,D00,3,76,7,4,6,74,5,7,5,Draw
5308,mfK2urTW,1492,1471,C20,3,150,4,2,6,121,3,1,6,Black
5309,hrnqkGeJ,2004,2073,C47,8,59,1,2,2,20,0,1,1,Black
5310,Xenq8YqI,1805,2101,D06,4,18,2,2,0,44,3,1,1,White
5311,3CB6Onyb,2084,2066,B70,10,14,6,0,0,31,4,1,2,White
5312,KcmaRSxt,1788,2067,B02,5,48,2,0,1,16,0,0,0,Black
5313,JwFWnETl,1819,2052,B03,6,54,5,2,1,27,1,1,0,Black
5314,8dRrl55X,2047,1710,B05,8,18,3,0,0,33,1,1,1,White
5315,BebmfUcY,2119,2102,C42,8,90,4,3,4,56,4,3,4,Black
5316,tIEouaEU,2080,1966,A05,4,48,5,1,2,62,1,1,2,White
5317,GMmFLEWy,1728,1759,B06,2,65,6,0,1,112,1,2,4,White
5318,Ofw3gFWF,1803,1748,C23,3,35,2,1,0,73,3,1,2,White
5319,oW5KMPCj,1729,1611,B01,6,20,0,1,0,108,0,1,1,White
5320,Nu8GvNSG,1725,1279,C57,9,26,0,0,0,66,1,2,1,White
5321,NdOvQUGe,1506,1712,C41,4,77,8,3,5,56,4,0,5,Black
5322,XPUGTHyE,1328,1706,D00,9,151,3,3,4,121,2,0,3,Black
5323,EmxDlydT,1690,1327,C40,4,107,2,1,3,142,3,5,4,White
5324,a5iWWcmj,1756,1895,A45,2,73,4,2,1,108,3,1,2,White
5325,c6t4ck9g,1598,1588,C50,6,36,3,1,1,74,4,2,2,White
5326,mxoyNYcG,1605,1613,C50,8,85,2,0,2,44,3,1,0,Black
5327,CkZagJFc,1657,1610,C41,5,85,3,1,5,116,1,3,7,White
5328,P6nICi55,1630,1574,A40,4,40,3,1,1,82,3,4,1,White
5329,5GHfidu6,1637,1576,A40,2,15,1,0,0,70,5,0,1,White
5330,a6kM33gA,1631,1607,B50,4,123,9,1,11,119,8,1,9,Black
5331,R36Ok96U,1641,1570,D04,5,54,3,3,0,24,4,0,0,Black
5332,abXtbXVZ,2067,1547,A06,2,44,2,1,2,68,3,4,2,White
5333,qalBJBtb,1547,1830,D00,4,43,2,0,2,11,2,0,0,Black
5334,EhDasZ02,1831,1838,B10,2,44,1,1,1,16,2,1,0,Black
5335,v8niPjAU,1842,1907,C70,10,41,2,1,4,42,4,1,3,Black
5336,B3weVAkO,1846,1840,B13,5,48,3,1,1,23,4,0,0,Black
5337,DMnZsMfO,2096,1466,C44,5,67,0,0,1,38,1,1,1,Black
5338,x7d08I2g,1764,2096,B50,6,11,3,0,0,36,6,0,1,White
5339,GmtKGuvn,1500,2096,B53,7,37,1,1,0,64,2,0,2,Black
5340,SyugonMS,2096,2161,B32,7,77,0,0,3,39,2,1,1,Black
5341,jenJjMVt,1064,2096,B90,11,28,2,0,1,28,4,1,2,Draw
5342,WPZjgjni,2096,1424,B32,7,37,3,2,0,77,3,2,2,White
5343,3y7p9esb,1785,2096,C44,5,16,1,0,0,57,5,1,1,White
5344,YtOrHw26,1564,1500,B43,9,67,4,3,4,38,2,2,3,Black
5345,HkJaNKFz,1943,2051,B00,2,46,5,2,1,69,6,4,2,White
5346,51C8F2Aw,2088,1950,B56,10,48,5,1,1,61,5,0,4,White
5347,2DWSOUBu,1939,1959,B30,4,55,7,0,6,73,7,2,6,White
5348,BYZJOwVG,1543,1953,D00,3,134,3,3,5,128,3,2,5,Black
5349,JWYiuJsd,1941,2044,B01,6,45,4,1,1,66,7,2,1,White
5350,oWI7tANN,1428,1483,C20,3,95,1,1,3,50,1,1,1,Black
5351,l1YP39vV,2139,2081,C50,6,30,8,1,1,49,7,1,3,White
5352,vn9jlWkq,2176,2181,C58,11,76,2,1,2,35,2,0,1,Black
5353,Akrut6PD,1499,1811,C45,8,32,2,0,1,72,0,0,2,White
5354,jFKXLtzb,1483,1510,A00,1,167,2,0,1,27,1,0,0,Black
5355,CO4uxhqK,884,885,D00,4,159,12,3,9,142,6,3,8,Black
5356,zrnfITub,1988,1954,A45,4,27,2,0,1,68,2,1,3,White
5357,CK6C1bXp,1659,1947,C50,9,34,1,0,2,10,1,0,0,Black
5358,Ob1xBsTf,1515,1669,B20,3,82,1,1,1,38,1,0,0,Black
5359,leGWdUf7,1350,1355,B32,7,52,4,2,4,30,2,1,1,Black
5360,2ifMtW7B,1802,1834,C25,4,51,3,2,2,27,3,2,1,Black
5361,J5DaHStj,1629,1491,B00,3,9,0,0,0,48,0,0,1,White
5362,exmX9Bf3,1599,1618,B00,4,57,5,0,0,17,1,0,0,Draw
5363,5ZPSoyQI,1481,1595,C45,10,58,2,0,2,23,0,0,1,Black
5364,c9l0bnJp,1665,1860,C30,4,63,1,2,1,105,1,0,4,White
5365,c8Tz6h4P,1779,1874,C96,22,50,3,0,2,69,3,1,4,White
5366,FstOg0bm,1861,1940,C70,8,86,3,0,5,106,3,2,6,White
5367,1bMckCz7,2069,1866,A05,2,23,0,0,1,69,4,1,1,White
5368,ISVc4baL,1874,1978,C62,6,63,4,0,1,27,2,0,0,Black
5369,JvNPYs3o,1939,1883,B00,5,53,3,0,3,88,2,3,3,White
5370,pT6WnQcZ,1870,1943,B90,11,80,3,4,4,113,2,7,3,White
5371,Pz554xok,2090,1852,B00,5,60,2,0,1,25,0,0,0,Black
5372,dmHRHhS8,1858,2057,B21,5,63,0,0,4,27,0,1,1,Black
5373,kSHwNUTU,1801,1620,E00,5,82,3,4,3,56,1,2,3,Black
5374,tKO59pPp,1700,1684,B50,4,79,11,2,6,62,4,3,5,Black
5375,rd39s2Du,1292,1765,A00,1,13,2,0,0,58,0,0,1,White
5376,xgnJbSVe,1312,1195,A00,1,227,4,4,10,214,4,3,10,Black
5377,6YYQ8kjp,1308,1627,A00,1,77,5,1,1,63,4,0,1,Draw
5378,KjWdPjcp,2105,2094,C78,9,18,0,1,0,22,1,0,0,White
5379,U4DLPtkM,2104,2113,E93,14,70,3,3,3,32,2,0,1,Black
5380,5TkjZ1tn,2135,2118,C45,8,40,6,1,2,62,9,1,2,White
5381,ZHbz6ahh,2102,2268,A58,9,38,2,3,1,59,1,1,2,White
5382,aAKiZop9,2101,2136,D85,13,17,7,1,0,16,6,1,0,Draw
5383,d3qNrCQu,2023,2070,B27,4,31,7,3,0,37,7,0,1,White
5384,jAJ2XU9q,1958,1999,C42,5,80,6,2,3,95,9,3,3,White
5385,sg5b6cz5,1881,1541,D15,7,62,0,1,2,82,2,0,4,White
5386,RCWaHCwD,1427,1414,B30,5,8,0,0,0,56,3,0,2,White
5387,arhgrwlP,1426,1178,B15,6,20,0,1,0,76,3,0,2,White
5388,vJ4IqH3k,1840,1760,A45,2,17,2,0,0,46,3,2,1,White
5389,X38AcakS,1728,1844,B50,4,114,3,1,6,95,4,1,5,White
5390,gaCLlN6F,1797,1829,B50,6,65,3,2,4,46,4,2,1,Black
5391,z71cCdgJ,1848,1779,B38,11,67,3,1,3,36,0,0,3,Black
5392,tSBQE6pw,1487,1509,D10,5,51,2,1,1,103,4,0,3,White
5393,wf5n5Q4Q,1532,1515,B50,4,122,4,2,5,148,4,4,5,White
5394,OS0pKRdW,1508,1524,B00,2,74,4,3,1,130,4,3,3,White
5395,ewp44YQy,1522,1513,B21,3,92,1,2,4,143,4,0,6,White
5396,4XohZLcc,1524,1507,A43,2,132,7,2,6,108,7,1,5,Black
5397,9nc8DBwe,1468,1501,B50,4,77,1,1,1,19,0,0,0,Black
5398,s8K8bcF4,1495,1500,B30,4,93,9,0,5,115,6,5,7,White
5399,el0TIAve,1441,1495,B20,2,84,3,2,1,35,3,0,0,Black
5400,beceOPy0,1821,1655,C20,5,99,2,3,3,138,5,1,2,White
5401,k2R5ic6Z,1669,1393,B01,4,90,6,1,3,59,5,1,2,Black
5402,Y3L2lwdm,2118,1709,C40,4,52,1,0,1,196,2,0,2,White
5403,8ZR9Z7td,1714,1928,C24,4,79,5,4,2,44,1,2,2,Black
5404,DSOSRXgh,1723,1827,C23,3,110,1,0,2,19,1,0,0,Black
5405,HKLs0eTo,1850,1693,C30,3,127,7,2,9,130,8,3,8,Draw
5406,0kuGN7Ws,2075,1670,C50,6,16,4,0,0,18,3,0,0,White
5407,MExJ8ymA,1916,1675,C67,10,32,1,0,0,80,1,2,1,White
5408,nQabnb9w,1500,1765,A00,1,52,8,1,2,28,8,1,0,Black
5409,dJB399NX,2023,2021,A40,2,23,2,0,0,26,2,0,0,White
5410,WXS6I0bB,2046,1999,B45,9,95,3,0,3,147,0,0,4,White
5411,v7vhqyrp,1969,1972,B30,4,68,1,2,2,26,1,0,1,Black
5412,qSGAYhvt,2040,1956,A08,6,50,5,3,5,32,2,2,3,Black
5413,QNAN8eGr,1823,1848,A42,7,62,3,0,3,42,2,0,2,Black
5414,3fB4zq7p,2202,1985,A80,2,79,7,3,4,58,2,4,4,Black
5415,JcdZSMTm,1985,2202,B03,9,62,4,1,1,19,0,0,0,Black
5416,YrfmjP1D,2202,1985,A80,2,113,3,1,2,74,3,1,1,Black
5417,iBgTcj9b,2202,1985,A80,2,12,0,0,0,47,3,0,1,White
5418,DZrZZmkD,2202,1985,A80,2,46,0,0,2,53,1,1,1,Black
5419,JwaowVUi,1985,2202,C12,11,17,0,0,1,3,0,0,0,Black
5420,6W7S1pvy,1825,1909,C50,6,63,3,3,1,36,2,1,2,Black
5421,isOstZPP,1890,1898,C41,4,69,4,2,2,106,1,1,6,White
5422,3MQFy2Kj,1942,1887,D01,5,47,6,1,6,45,6,3,4,Draw
5423,ruhOFSVI,1906,1916,C46,6,82,10,0,5,82,5,6,6,Black
5424,1Ee2zxlj,1927,1909,B00,2,82,9,2,6,82,5,5,6,Draw
5425,fVf4hjwj,1986,1897,C50,6,113,5,0,8,90,5,2,5,Black
5426,joS7qtRw,1796,1857,D01,5,60,4,2,4,44,5,2,2,Black
5427,rXsepKPl,1860,1826,C20,3,56,8,2,5,42,4,5,3,Black
5428,1KAytpwD,1938,1583,B22,6,58,8,1,1,36,5,1,0,White
5429,AplQeMbN,1938,1419,B06,2,41,4,1,1,18,0,0,0,Black
5430,L85XaNJv,1938,1500,B00,3,69,3,2,2,23,3,0,0,Black
5431,OGRpw8Zj,1938,1500,B07,7,63,3,1,2,20,3,0,0,Black
5432,YnKRiIhO,1456,1508,C02,7,56,1,0,1,111,1,0,2,White
5433,L7nAC8Kb,1931,1450,A00,1,61,7,0,2,36,5,0,1,Black
5434,SG36SZMW,1858,1906,B27,6,16,0,0,0,60,1,2,0,White
5435,PZLXgCn0,1833,1819,D00,3,56,1,1,2,12,0,1,0,Black
5436,02voVdbK,1813,1815,B06,2,7,1,0,0,48,3,0,1,White
5437,JLQxbyYU,1802,1806,B07,5,14,1,0,0,39,3,2,0,White
5438,Wt56o2Ui,1824,1795,D30,4,67,2,4,0,20,0,0,0,Black
5439,RVFzVFHS,1719,1785,C50,9,46,5,1,0,8,0,0,0,Black
5440,PeveJdtO,1779,1769,B31,6,12,1,0,0,55,4,0,1,White
5441,d0MmeBUi,1755,1773,C58,11,71,3,0,1,16,1,0,0,Black
5442,9auad0qr,1787,1767,C67,8,47,2,0,1,9,0,0,0,Black
5443,fxY5sxve,1680,1676,C41,5,77,0,0,2,52,2,1,0,Black
5444,KMItNhym,1266,1168,B02,2,83,3,1,5,62,7,2,2,Black
5445,8S2KQ6Fy,1273,1131,B01,2,37,6,3,1,40,7,3,2,Black
5446,KvdEGJ30,1107,1127,C55,7,69,4,1,1,115,1,5,2,White
5447,BPlX6Fth,1090,1268,C24,4,100,6,3,6,105,7,4,7,White
5448,tUfW1DTC,2197,2193,B09,10,58,4,2,8,72,3,5,8,White
5449,HiJW6s4i,1877,2190,B95,12,32,4,1,0,16,0,1,0,Black
5450,zc8Hygsn,2186,1879,D20,6,16,0,0,0,96,2,1,1,White
5451,cq5sbjDC,1881,2183,B00,2,95,0,1,3,60,2,1,2,Black
5452,8CrQivVZ,2179,1883,C69,10,17,3,0,1,36,4,2,1,White
5453,ur6INbAd,2199,1814,D20,6,52,3,2,4,51,4,2,4,Black
5454,XKE8qgEU,2197,1810,B32,7,23,1,1,1,55,4,1,2,White
5455,Uu7KK2fg,1871,2193,B08,9,71,2,1,1,24,1,0,0,Black
5456,pZDnGfgR,2190,1842,D02,6,17,1,0,1,48,1,2,2,White
5457,BsniGQvM,1551,1476,C02,9,164,2,2,5,192,2,1,4,Black
5458,bT5IZIcD,1582,1576,B20,3,50,3,0,1,25,1,0,0,Black
5459,7CM5nT6G,1827,2192,C44,8,20,1,0,0,54,0,2,1,White
5460,zuLFTnWz,1817,1745,B00,2,52,4,0,0,129,2,0,2,White
5461,smPPz5Br,1411,1631,A40,1,41,0,1,1,84,2,2,2,White
5462,IrxQzgNj,1976,2009,E94,15,43,6,2,2,28,5,2,1,Draw
5463,v1gHgr5s,1426,1845,D55,11,62,5,6,3,87,8,4,4,White
5464,I0qOc88V,1427,1418,B20,3,62,1,0,1,118,0,0,1,White
5465,5o8Oxz5v,1923,1845,D05,6,15,0,0,0,53,4,1,1,White
5466,79PadQYZ,1845,1923,B01,4,50,7,0,0,15,1,0,0,Black
5467,BcPlDggn,1666,1845,C45,8,21,0,0,0,65,4,2,0,White
5468,oLA2zmvP,1343,1209,C02,5,57,11,4,4,56,13,2,5,Draw
5469,SwQagpoa,2058,2013,D02,3,26,6,0,0,51,3,2,1,White
5470,SKEeTJsm,2428,2449,B27,4,83,2,2,1,49,1,1,0,Black
5471,0ySmcPx9,1403,1291,C20,2,74,6,1,4,46,3,0,3,Black
5472,TF5yiHLD,1412,1399,C50,6,10,1,0,0,116,1,0,2,White
5473,YstW5VXz,1857,1917,C67,8,59,2,0,2,13,1,0,0,Black
5474,prN7U1f9,1854,1920,C00,3,147,5,1,7,126,6,0,6,Black
5475,CiHo1t8D,1934,1857,D30,4,40,2,0,1,82,3,0,2,White
5476,LeCEQqj6,2099,1781,D11,5,117,2,4,5,153,1,3,6,White
5477,zLrGlS3b,2109,1750,D20,6,87,2,0,3,66,3,0,4,Black
5478,Ft2jT1uO,1852,2116,E30,7,61,4,3,3,91,3,4,4,White
5479,XdywyzO0,1639,2120,B20,3,96,3,1,2,40,0,0,1,Black
5480,yVT422RG,2511,1149,B30,4,17,1,0,0,72,1,1,1,White
5481,WVAcWFiZ,1190,1394,A45,4,27,5,1,1,5,4,0,0,Black
5482,lcg7VZuR,1184,1164,C44,5,41,2,1,0,100,3,4,1,White
5483,FflHxh3I,1200,1144,C45,7,79,2,0,1,66,6,0,1,Black
5484,Yr85S7bt,1212,1290,C00,3,81,9,2,3,55,3,5,2,Black
5485,VxreLbgt,1287,1224,A00,1,118,8,2,4,144,3,6,3,White
5486,UeMbjjAV,1236,1312,B50,4,78,1,3,2,37,2,1,1,Black
5487,IxzO1bu2,1763,2015,C02,7,58,4,2,1,21,1,1,0,Black
5488,ooeqXNns,1319,2014,D00,3,60,3,0,1,22,3,0,0,Black
5489,2SQK2WeM,1986,2020,A04,2,51,2,0,1,30,2,0,2,Black
5490,BuAPzmM4,1729,2012,C00,3,64,1,1,2,32,1,0,1,Black
5491,UMTFrJkJ,1585,1992,A01,4,57,3,3,0,27,2,0,0,Black
5492,4RXZmSXX,1768,2000,C02,6,29,6,1,3,15,3,0,1,Black
5493,xfk21QzB,1719,2014,C63,7,18,1,1,0,3,0,0,0,Black
5494,FyuFfNGb,2006,1727,B50,7,8,1,0,0,32,3,0,0,White
5495,clKiihV0,1983,1864,B14,10,5,0,0,0,45,3,2,0,White
5496,iFXV2Cqs,1644,1980,C46,6,56,6,2,6,49,7,5,3,Black
5497,H9OyBssF,1858,1967,C63,7,41,0,2,1,22,3,1,0,Black
5498,JkShS22z,1951,1892,B06,2,21,3,0,0,48,5,0,1,White
5499,A8AC3IZH,1873,1926,A05,2,16,2,1,0,48,2,0,2,White
5500,MkwQAyIK,2061,1882,B07,7,51,0,1,0,103,0,1,2,White
5501,o8zWCznL,1905,1695,A04,2,70,6,6,4,49,10,4,3,Black
5502,JGLbw8am,2083,1885,B95,12,90,5,5,7,75,5,6,5,Black
5503,LvRCXlVr,1801,1906,C44,7,38,3,0,0,107,2,0,2,White
5504,rH6wy8kw,1694,2087,A20,2,118,5,1,3,90,4,3,4,Black
5505,wNqSgPEV,2074,1868,A40,2,76,3,4,3,111,4,4,4,White
5506,k7ldAcbY,2401,2316,E10,5,6,1,0,0,7,1,0,0,Draw
5507,epYmHb5N,2387,2267,E60,5,18,2,0,0,27,2,0,0,White
5508,nOjj1MEG,2366,2378,E15,9,12,0,0,0,33,4,1,0,White
5509,CLda8frX,2347,2301,E15,9,14,1,0,0,57,1,1,1,White
5510,RVVIOKL2,2257,2329,B78,20,48,1,1,3,17,1,1,0,Black
5511,VdSOdYc6,2360,2250,D02,4,26,3,0,1,14,0,0,0,Black
5512,I65W5Z5F,2364,2301,E68,15,7,1,0,0,7,2,0,0,Draw
5513,uuzimReF,2207,2348,B24,5,79,0,1,3,49,1,1,3,Black
5514,eJxDuWzh,2384,2285,E87,13,44,7,1,1,18,3,0,1,Black
5515,xJfSnbmB,2492,2408,D37,9,34,0,1,1,46,2,0,2,White
5516,1ef6QmJ9,1366,1573,C42,9,55,5,2,2,36,5,1,1,Black
5517,KTC0foi4,1396,1341,B00,2,75,1,0,1,37,0,1,0,Black
5518,pSuJwgw9,1571,1726,C45,7,7,3,0,0,36,5,0,1,White
5519,6cFgn4cU,1935,1935,C55,6,48,2,1,1,14,1,0,0,Black
5520,OjYQX1di,1494,1935,D07,7,12,0,0,0,72,5,2,0,White
5521,T8fCZ9Zi,1737,1702,A40,4,47,2,3,1,19,0,1,0,Black
5522,wjC5GRdu,1742,1886,D32,8,79,3,2,4,73,1,0,4,Black
5523,G36eSnu4,1868,1600,D37,9,43,5,0,1,83,9,2,1,White
5524,OzA3fyD8,1859,1858,A01,5,114,4,3,5,75,4,2,3,Black
5525,NBueX48r,1827,1862,B50,4,75,6,2,1,98,6,1,3,White
5526,0Uj1flnt,1780,1835,C57,10,108,3,0,5,142,2,2,4,White
5527,cjpZUPkz,1787,1620,D00,3,108,7,1,8,127,9,5,7,White
5528,bsBbKCUQ,1570,1527,C30,3,125,4,3,4,90,6,2,1,Black
5529,49Z2ar6e,1487,1508,B30,4,82,2,2,2,58,5,0,1,Black
5530,oT1Y1FMW,1517,1554,C41,8,83,4,0,3,38,1,0,2,Black
5531,lYTKo3cq,971,1153,C21,5,83,3,0,2,125,4,0,3,White
5532,oM7SJrFu,1500,1790,C20,3,87,4,5,2,45,3,1,2,Black
5533,SVmFbNqq,1669,1690,D37,9,83,6,1,7,98,4,3,5,White
5534,Voz9Q6sU,1659,1657,D06,4,62,2,2,3,74,3,4,3,White
5535,Jx2ZnKWg,1647,1669,D38,8,44,4,0,1,78,7,1,1,White
5536,qbf70rFJ,1680,1656,D00,3,32,9,2,0,50,9,5,1,White
5537,3UJvHkZw,1603,1647,C41,6,88,3,1,4,48,2,0,3,Black
5538,LWQ3da8t,1627,1664,A40,2,29,3,0,1,55,7,2,2,White
5539,b64rQdjh,1528,1619,C50,6,74,1,1,4,42,3,0,2,Black
5540,4M1F6mNA,1607,1644,E20,6,21,0,0,1,59,1,0,2,White
5541,PTcygwPm,1621,1595,C50,6,54,4,1,1,14,2,0,0,Black
5542,pxOLzvOX,1580,1283,B20,2,64,6,4,1,101,6,2,5,White
5543,5lDfyOkz,1276,1520,C50,5,62,2,2,2,28,1,0,1,Black
5544,rL2PI5Wo,1589,1280,B01,8,36,2,1,1,65,3,1,1,White
5545,kTqRf1M9,1261,1580,C65,6,134,1,2,5,86,2,1,4,Black
5546,CNZ95wBR,1506,1267,C02,5,180,4,1,7,217,4,4,6,White
5547,F5wFnXC2,1786,2106,B23,5,37,4,1,1,71,2,1,2,White
5548,OvtwXryt,2023,1799,B02,3,28,3,0,0,32,4,2,0,White
5549,pw27pzmN,2002,1917,D30,4,57,6,2,2,86,7,2,3,White
5550,0JE2Zl8W,1984,1901,D00,3,110,5,5,3,133,12,1,5,White
5551,qckq54Zu,1906,1964,B40,6,68,2,1,1,38,2,1,0,Black
5552,HGC1IN3K,2125,2089,C56,10,53,2,2,1,9,0,0,0,Black
5553,UTliPBb6,2067,2137,B30,5,4,0,0,0,31,0,1,1,White
5554,iWuml6XX,2127,2083,C00,3,34,2,0,1,75,0,0,1,White
5555,SVv0GhrU,2058,2139,A06,2,15,0,1,0,39,5,1,0,White
5556,cH1HNfc5,1937,2090,B07,7,32,4,1,1,61,4,1,1,White
5557,7r7jNUFZ,2228,1983,D03,5,64,2,3,1,18,4,0,0,Black
5558,Q5LtN2Yd,2376,2213,B14,10,34,2,2,1,6,0,0,0,Black
5559,x7PbSmoa,2204,2224,B17,8,36,3,0,2,62,2,1,3,White
5560,EHkaMaHb,2220,2374,B35,13,22,3,3,1,22,6,2,0,Draw
5561,1rDXa1nW,2166,2210,B03,9,17,2,0,0,6,0,0,0,Black
5562,iJKUVPCR,2310,2218,C87,12,8,0,1,0,22,1,0,3,White
5563,leCh3BwN,2222,2207,C02,10,46,5,1,0,8,0,0,0,Black
5564,SxcksDEE,2200,2071,B46,10,65,4,1,3,87,10,1,3,White
5565,HKezYavC,2188,2249,B70,11,17,1,0,0,63,1,0,2,White
5566,tMPm6sTL,2179,2147,C88,13,15,1,1,0,40,4,2,1,White
5567,ZgXtYdxK,1708,1704,C44,7,57,4,3,2,31,2,1,0,Black
5568,sFdGAAVH,1694,1734,B23,3,46,1,2,1,88,2,1,4,White
5569,jyqEkc5C,1554,1594,B20,3,116,6,3,3,140,5,3,4,White
5570,ptkCZdil,1451,1504,C02,7,38,8,1,1,21,3,0,0,Black
5571,eKcoUYvg,1473,1452,B20,3,56,6,0,2,32,1,1,1,Black
5572,jsASpR67,2019,2431,B27,5,48,6,2,2,24,3,1,0,Black
5573,pqM2K3Hw,1379,1519,B01,2,74,4,2,2,123,3,1,4,White
5574,gEfRvPZ9,1386,1437,C46,5,147,5,4,7,118,3,3,5,Black
5575,EAFPrG5k,1385,1367,C43,6,68,2,0,1,100,1,0,1,White
5576,FeMyFnY0,1364,1435,C44,5,65,3,0,3,104,2,0,5,White
5577,f3MkgLNT,1666,1698,B21,5,43,2,1,1,79,0,2,1,White
5578,bRkBdmpa,1596,1657,A00,1,41,4,1,1,11,1,0,0,Black
5579,Q3IbbwDj,1561,1648,C00,3,55,3,0,1,12,0,0,0,Black
5580,qGVUWmUS,1629,1880,B22,12,15,0,0,0,52,6,1,0,White
5581,f3x3WYHC,1611,1845,B21,10,20,0,0,0,51,2,2,1,White
5582,BlPlzDEc,1596,1706,B21,5,14,0,0,0,60,0,0,1,White
5583,3SgWjftd,1333,1591,C00,3,67,1,0,2,12,0,0,0,Black
5584,LOl9VVkL,1583,1238,B01,4,39,1,1,1,39,0,0,1,White
5585,wiGTh84W,1589,1571,C24,4,74,1,1,2,8,0,0,0,Black
5586,yAMY3H8v,1925,1862,B90,10,66,3,3,3,92,0,2,6,White
5587,aoKWfrMy,1872,1919,B88,12,38,6,2,3,38,6,2,4,Draw
5588,6tlKxlpP,1859,1856,B14,12,20,1,3,0,48,4,2,2,White
5589,bKuPtQSQ,1846,1845,B32,8,134,9,3,12,136,12,7,10,White
5590,YkleZ2cO,1777,1863,A45,2,79,6,2,3,110,4,2,3,White
5591,YVTvveFj,1848,1858,C45,7,18,1,0,1,46,3,1,2,White
5592,eqxblAXp,1843,1799,C44,5,64,6,3,5,80,7,4,7,White
5593,octOSunm,1842,1979,B14,10,78,0,0,1,24,1,0,0,Black
5594,WLq59hno,1555,1162,C23,3,136,1,4,2,80,2,3,0,Black
5595,xJMEmshw,1397,1388,C20,3,32,2,0,1,88,0,0,2,White
5596,buZ5bjCb,1408,1400,B06,4,115,2,0,3,71,3,0,1,Black
5597,HnkiOVXn,1406,1380,C50,6,130,3,2,7,105,5,2,4,Black
5598,7OZWwYPM,1509,1403,A00,1,94,5,0,7,79,4,3,5,Black
5599,OLJBetgz,2306,2389,B33,20,5,0,0,0,5,0,0,0,Draw
5600,8hqrkIuQ,2382,2115,B32,7,13,0,0,0,32,6,0,0,White
5601,UioLRDir,2119,2375,A22,6,40,0,1,1,7,0,0,0,Black
5602,WdjLkuKS,2177,2366,B21,6,33,1,0,1,10,0,0,0,Black
5603,jr4Rdtqr,2359,2088,B13,9,12,1,0,0,46,3,0,1,White
5604,gCSJO9hW,2204,2347,B33,11,38,2,0,1,7,0,0,0,Black
5605,5yYGAL1o,2336,2169,B40,11,9,0,0,0,58,2,0,2,White
5606,YIWngnQG,2058,2329,A07,3,42,3,2,0,11,0,0,0,Black
5607,CRz4raj0,2321,2062,A15,2,10,0,0,0,36,5,0,0,White
5608,HDFXG84Y,2375,2295,B20,3,50,1,1,1,5,0,0,0,Black
5609,zQqsFZfc,1702,1722,C00,3,140,3,2,3,178,6,1,6,White
5610,H4VhVZWH,1810,1727,C00,3,35,4,0,1,65,2,1,2,White
5611,CUNRLkG7,1964,1986,C01,5,37,2,1,2,31,2,2,1,Black
5612,AUu19xv7,2006,1934,E91,11,36,6,1,2,65,7,3,2,White
5613,XGryIYLS,1635,1496,A00,1,29,0,0,0,60,4,0,1,White
5614,SLpEfG5R,1574,1692,B20,3,74,5,0,5,46,1,1,3,Black
5615,5I9jtt6z,2053,2124,B12,5,46,3,1,2,54,2,1,3,White
5616,ZAJYUSff,2040,2119,B97,14,79,1,1,5,64,5,0,2,White
